"date","borough","community_district","count"
2021-02-28,"Queens","Unknown CD",1604
2021-02-28,"Staten Island","1",635
2021-02-28,"Staten Island","2",77
2021-02-28,"Staten Island","3",48
2021-02-28,"Staten Island","Unknown CD",142
2021-03-31,"Bronx","1",1726
2021-03-31,"Bronx","2",845
2021-03-31,"Bronx","3",1636
2021-03-31,"Bronx","4",1767
2021-03-31,"Bronx","5",1666
2021-03-31,"Bronx","6",1347
2021-03-31,"Bronx","7",1084
2021-03-31,"Bronx","8",277
2021-03-31,"Bronx","9",1563
2021-03-31,"Bronx","10",384
2021-03-31,"Bronx","11",635
2021-03-31,"Bronx","12",1508
2021-03-31,"Bronx","Unknown CD",3121
2021-03-31,"Brooklyn","1",353
2021-03-31,"Brooklyn","2",369
2021-03-31,"Brooklyn","3",1384
2021-03-31,"Brooklyn","4",518
2021-03-31,"Brooklyn","5",1818
2021-03-31,"Brooklyn","6",279
2021-03-31,"Brooklyn","7",165
2021-03-31,"Brooklyn","8",638
2021-03-31,"Brooklyn","9",535
2021-03-31,"Brooklyn","10",102
2021-03-31,"Brooklyn","11",165
2021-03-31,"Brooklyn","12",134
2021-03-31,"Brooklyn","13",373
2021-03-31,"Brooklyn","14",397
2021-03-31,"Brooklyn","15",135
2021-03-31,"Brooklyn","16",1317
2021-03-31,"Brooklyn","17",976
2021-03-31,"Brooklyn","18",679
2021-03-31,"Brooklyn","Unknown CD",2233
2021-03-31,"Manhattan","1",595
2021-03-31,"Manhattan","2",30
2021-03-31,"Manhattan","3",526
2021-03-31,"Manhattan","4",281
2021-03-31,"Manhattan","5",149
2021-03-31,"Manhattan","6",139
2021-03-31,"Manhattan","7",316
2021-03-31,"Manhattan","8",109
2021-03-31,"Manhattan","9",502
2021-03-31,"Manhattan","10",1210
2021-03-31,"Manhattan","11",1267
2021-03-31,"Manhattan","12",634
2021-03-31,"Manhattan","Unknown CD",3380
2021-03-31,"Queens","1",666
2021-03-31,"Queens","2",301
2021-03-31,"Queens","3",245
2021-03-31,"Queens","4",181
2021-03-31,"Queens","5",193
2021-03-31,"Queens","6",58
2021-03-31,"Queens","7",207
2021-03-31,"Queens","8",245
2021-03-31,"Queens","9",262
2021-03-31,"Queens","10",221
2021-03-31,"Queens","11",17
2021-03-31,"Queens","12",1434
2021-03-31,"Queens","13",492
2021-03-31,"Queens","14",867
2021-03-31,"Queens","Unknown CD",1551
2021-03-31,"Staten Island","1",611
2021-03-31,"Staten Island","2",75
2021-03-31,"Staten Island","3",47
2021-03-31,"Staten Island","Unknown CD",130
2021-04-30,"Bronx","1",1720
2021-04-30,"Bronx","2",823
2021-04-30,"Bronx","3",1629
2021-04-30,"Bronx","4",1678
2021-04-30,"Bronx","5",1584
2021-04-30,"Bronx","6",1293
2021-04-30,"Bronx","7",1044
2021-04-30,"Bronx","8",254
2021-04-30,"Bronx","9",1509
2021-04-30,"Bronx","10",376
2021-04-30,"Bronx","11",631
2021-04-30,"Bronx","12",1469
2021-04-30,"Bronx","Unknown CD",3014
2021-04-30,"Brooklyn","1",332
2021-04-30,"Brooklyn","2",350
2021-04-30,"Brooklyn","3",1355
2021-04-30,"Brooklyn","4",505
2021-04-30,"Brooklyn","5",1742
2021-04-30,"Brooklyn","6",264
2021-04-30,"Brooklyn","7",168
2021-04-30,"Brooklyn","8",621
2021-04-30,"Brooklyn","9",493
2021-04-30,"Brooklyn","10",94
2021-04-30,"Brooklyn","11",157
2021-04-30,"Brooklyn","12",149
2021-04-30,"Brooklyn","13",382
2021-04-30,"Brooklyn","14",392
2021-04-30,"Brooklyn","15",119
2021-04-30,"Brooklyn","16",1248
2021-04-30,"Brooklyn","17",952
2021-04-30,"Brooklyn","18",670
2021-04-30,"Brooklyn","Unknown CD",2249
2021-04-30,"Manhattan","1",599
2021-04-30,"Manhattan","2",29
2021-04-30,"Manhattan","3",547
2021-04-30,"Manhattan","4",275
2021-04-30,"Manhattan","5",145
2021-04-30,"Manhattan","6",130
2021-04-30,"Manhattan","7",307
2021-04-30,"Manhattan","8",100
2021-04-30,"Manhattan","9",480
2021-04-30,"Manhattan","10",1146
2021-04-30,"Manhattan","11",1216
2021-04-30,"Manhattan","12",599
2021-04-30,"Manhattan","Unknown CD",3320
2021-04-30,"Queens","1",636
2021-04-30,"Queens","2",291
2021-04-30,"Queens","3",246
2021-04-30,"Queens","4",184
2021-04-30,"Queens","5",181
2021-04-30,"Queens","6",54
2021-04-30,"Queens","7",194
2021-04-30,"Queens","8",247
2021-04-30,"Queens","9",273
2021-04-30,"Queens","10",208
2021-04-30,"Queens","11",19
2021-04-30,"Queens","12",1404
2021-04-30,"Queens","13",495
2021-04-30,"Queens","14",865
2021-04-30,"Queens","Unknown CD",1494
2021-04-30,"Staten Island","1",601
2021-04-30,"Staten Island","2",70
2021-04-30,"Staten Island","3",44
2021-04-30,"Staten Island","Unknown CD",135
2021-05-31,"Bronx","1",1676
2021-05-31,"Bronx","2",775
2021-05-31,"Bronx","3",1576
2021-05-31,"Bronx","4",1665
2021-05-31,"Bronx","5",1593
2021-05-31,"Bronx","6",1274
2021-05-31,"Bronx","7",1033
2021-05-31,"Bronx","8",257
2021-05-31,"Bronx","9",1498
2021-05-31,"Bronx","10",357
2021-05-31,"Bronx","11",636
2021-05-31,"Bronx","12",1377
2021-05-31,"Bronx","Unknown CD",2899
2021-05-31,"Brooklyn","1",341
2021-05-31,"Brooklyn","2",341
2021-05-31,"Brooklyn","3",1313
2021-05-31,"Brooklyn","4",513
2021-05-31,"Brooklyn","5",1678
2021-05-31,"Brooklyn","6",255
2021-05-31,"Brooklyn","7",164
2021-05-31,"Brooklyn","8",611
2021-05-31,"Brooklyn","9",473
2021-05-31,"Brooklyn","10",89
2021-05-31,"Brooklyn","11",162
2021-05-31,"Brooklyn","12",131
2021-05-31,"Brooklyn","13",404
2021-05-31,"Brooklyn","14",396
2021-05-31,"Brooklyn","15",120
2021-05-31,"Brooklyn","16",1250
2021-05-31,"Brooklyn","17",959
2021-05-31,"Brooklyn","18",626
2021-05-31,"Brooklyn","Unknown CD",2167
2021-05-31,"Manhattan","1",534
2021-05-31,"Manhattan","2",26
2021-05-31,"Manhattan","3",549
2021-05-31,"Manhattan","4",267
2021-05-31,"Manhattan","5",141
2021-05-31,"Manhattan","6",129
2021-05-31,"Manhattan","7",287
2021-05-31,"Manhattan","8",86
2021-05-31,"Manhattan","9",489
2021-05-31,"Manhattan","10",1115
2021-05-31,"Manhattan","11",1172
2021-05-31,"Manhattan","12",595
2021-05-31,"Manhattan","Unknown CD",3395
2021-05-31,"Queens","1",618
2021-05-31,"Queens","2",289
2021-05-31,"Queens","3",265
2021-05-31,"Queens","4",177
2021-05-31,"Queens","5",179
2021-05-31,"Queens","6",53
2021-05-31,"Queens","7",187
2021-05-31,"Queens","8",240
2021-05-31,"Queens","9",250
2021-05-31,"Queens","10",204
2021-05-31,"Queens","11",16
2021-05-31,"Queens","12",1348
2021-05-31,"Queens","13",482
2021-05-31,"Queens","14",806
2021-05-31,"Queens","Unknown CD",1377
2021-05-31,"Staten Island","1",557
2021-05-31,"Staten Island","2",74
2021-05-31,"Staten Island","3",44
2021-05-31,"Staten Island","Unknown CD",125
2021-06-30,"Bronx","1",1689
2021-06-30,"Bronx","2",762
2021-06-30,"Bronx","3",1524
2021-06-30,"Bronx","4",1630
2021-06-30,"Bronx","5",1556
2021-06-30,"Bronx","6",1256
2021-06-30,"Bronx","7",986
2021-06-30,"Bronx","8",239
2021-06-30,"Bronx","9",1477
2021-06-30,"Bronx","10",358
2021-06-30,"Bronx","11",626
2021-06-30,"Bronx","12",1332
2021-06-30,"Bronx","Unknown CD",2910
2021-06-30,"Brooklyn","1",333
2021-06-30,"Brooklyn","2",330
2021-06-30,"Brooklyn","3",1258
2021-06-30,"Brooklyn","4",510
2021-06-30,"Brooklyn","5",1656
2021-06-30,"Brooklyn","6",257
2021-06-30,"Brooklyn","7",158
2021-06-30,"Brooklyn","8",577
2021-06-30,"Brooklyn","9",459
2021-06-30,"Brooklyn","10",94
2021-06-30,"Brooklyn","11",169
2021-06-30,"Brooklyn","12",129
2021-06-30,"Brooklyn","13",390
2021-06-30,"Brooklyn","14",382
2021-06-30,"Brooklyn","15",120
2021-06-30,"Brooklyn","16",1192
2021-06-30,"Brooklyn","17",947
2021-06-30,"Brooklyn","18",613
2021-06-30,"Brooklyn","Unknown CD",2090
2021-06-30,"Manhattan","1",547
2021-06-30,"Manhattan","2",22
2021-06-30,"Manhattan","3",518
2021-06-30,"Manhattan","4",243
2021-06-30,"Manhattan","5",150
2021-06-30,"Manhattan","6",130
2021-06-30,"Manhattan","7",268
2021-06-30,"Manhattan","8",77
2021-06-30,"Manhattan","9",454
2021-06-30,"Manhattan","10",1072
2021-06-30,"Manhattan","11",1162
2021-06-30,"Manhattan","12",591
2021-06-30,"Manhattan","Unknown CD",3189
2021-06-30,"Queens","1",597
2021-06-30,"Queens","2",279
2021-06-30,"Queens","3",253
2021-06-30,"Queens","4",167
2021-06-30,"Queens","5",180
2021-06-30,"Queens","6",55
2021-06-30,"Queens","7",190
2021-06-30,"Queens","8",219
2021-06-30,"Queens","9",248
2021-06-30,"Queens","10",178
2021-06-30,"Queens","11",16
2021-06-30,"Queens","12",1314
2021-06-30,"Queens","13",458
2021-06-30,"Queens","14",784
2021-06-30,"Queens","Unknown CD",1368
2021-06-30,"Staten Island","1",547
2021-06-30,"Staten Island","2",69
2021-06-30,"Staten Island","3",33
2021-06-30,"Staten Island","Unknown CD",126
2021-07-31,"Bronx","1",1608
2021-07-31,"Bronx","2",733
2021-07-31,"Bronx","3",1436
2021-07-31,"Bronx","4",1478
2021-07-31,"Bronx","5",1425
2021-07-31,"Bronx","6",1196
2021-07-31,"Bronx","7",918
2021-07-31,"Bronx","8",247
2021-07-31,"Bronx","9",1376
2021-07-31,"Bronx","10",331
2021-07-31,"Bronx","11",564
2021-07-31,"Bronx","12",1238
2021-07-31,"Bronx","Unknown CD",2683
2021-07-31,"Brooklyn","1",318
2021-07-31,"Brooklyn","2",305
2021-07-31,"Brooklyn","3",1196
2021-07-31,"Brooklyn","4",485
2021-07-31,"Brooklyn","5",1577
2021-07-31,"Brooklyn","6",228
2021-07-31,"Brooklyn","7",150
2021-07-31,"Brooklyn","8",577
2021-07-31,"Brooklyn","9",462
2021-07-31,"Brooklyn","10",94
2021-07-31,"Brooklyn","11",161
2021-07-31,"Brooklyn","12",117
2021-07-31,"Brooklyn","13",391
2021-07-31,"Brooklyn","14",391
2021-07-31,"Brooklyn","15",124
2021-07-31,"Brooklyn","16",1188
2021-07-31,"Brooklyn","17",894
2021-07-31,"Brooklyn","18",589
2021-07-31,"Brooklyn","Unknown CD",2008
2021-07-31,"Manhattan","1",549
2021-07-31,"Manhattan","2",23
2021-07-31,"Manhattan","3",494
2021-07-31,"Manhattan","4",222
2021-07-31,"Manhattan","5",152
2021-07-31,"Manhattan","6",133
2021-07-31,"Manhattan","7",262
2021-07-31,"Manhattan","8",74
2021-07-31,"Manhattan","9",458
2021-07-31,"Manhattan","10",981
2021-07-31,"Manhattan","11",1112
2021-07-31,"Manhattan","12",530
2021-07-31,"Manhattan","Unknown CD",3038
2021-07-31,"Queens","1",578
2021-07-31,"Queens","2",265
2021-07-31,"Queens","3",240
2021-07-31,"Queens","4",170
2021-07-31,"Queens","5",171
2021-07-31,"Queens","6",45
2021-07-31,"Queens","7",181
2021-07-31,"Queens","8",211
2021-07-31,"Queens","9",252
2021-07-31,"Queens","10",196
2021-07-31,"Queens","11",14
2021-07-31,"Queens","12",1278
2021-07-31,"Queens","13",458
2021-07-31,"Queens","14",735
2021-07-31,"Queens","Unknown CD",1345
2021-07-31,"Staten Island","1",530
2021-07-31,"Staten Island","2",61
2021-07-31,"Staten Island","3",34
2021-07-31,"Staten Island","Unknown CD",111
2021-08-31,"Bronx","1",1630
2021-08-31,"Bronx","2",715
2021-08-31,"Bronx","3",1417
2021-08-31,"Bronx","4",1449
2021-08-31,"Bronx","5",1410
2021-08-31,"Bronx","6",1151
2021-08-31,"Bronx","7",937
2021-08-31,"Bronx","8",252
2021-08-31,"Bronx","9",1364
2021-08-31,"Bronx","10",340
2021-08-31,"Bronx","11",559
2021-08-31,"Bronx","12",1212
2021-08-31,"Bronx","Unknown CD",2711
2021-08-31,"Brooklyn","1",320
2021-08-31,"Brooklyn","2",294
2021-08-31,"Brooklyn","3",1198
2021-08-31,"Brooklyn","4",516
2021-08-31,"Brooklyn","5",1638
2021-08-31,"Brooklyn","6",237
2021-08-31,"Brooklyn","7",159
2021-08-31,"Brooklyn","8",585
2021-08-31,"Brooklyn","9",462
2021-08-31,"Brooklyn","10",82
2021-08-31,"Brooklyn","11",164
2021-08-31,"Brooklyn","12",124
2021-08-31,"Brooklyn","13",373
2021-08-31,"Brooklyn","14",411
2021-08-31,"Brooklyn","15",113
2021-08-31,"Brooklyn","16",1194
2021-08-31,"Brooklyn","17",883
2021-08-31,"Brooklyn","18",587
2021-08-31,"Brooklyn","Unknown CD",2014
2021-08-31,"Manhattan","1",584
2021-08-31,"Manhattan","2",24
2021-08-31,"Manhattan","3",500
2021-08-31,"Manhattan","4",217
2021-08-31,"Manhattan","5",148
2021-08-31,"Manhattan","6",127
2021-08-31,"Manhattan","7",262
2021-08-31,"Manhattan","8",79
2021-08-31,"Manhattan","9",434
2021-08-31,"Manhattan","10",964
2021-08-31,"Manhattan","11",1110
2021-08-31,"Manhattan","12",545
2021-08-31,"Manhattan","Unknown CD",3127
2021-08-31,"Queens","1",567
2021-08-31,"Queens","2",262
2021-08-31,"Queens","3",225
2021-08-31,"Queens","4",165
2021-08-31,"Queens","5",185
2021-08-31,"Queens","6",47
2021-08-31,"Queens","7",178
2021-08-31,"Queens","8",207
2021-08-31,"Queens","9",243
2021-08-31,"Queens","10",188
2021-08-31,"Queens","11",17
2021-08-31,"Queens","12",1243
2021-08-31,"Queens","13",435
2021-08-31,"Queens","14",711
2021-08-31,"Queens","Unknown CD",1300
2021-08-31,"Staten Island","1",535
2021-08-31,"Staten Island","2",58
2021-08-31,"Staten Island","3",31
2021-08-31,"Staten Island","Unknown CD",119
2021-09-30,"Bronx","1",1644
2021-09-30,"Bronx","2",791
2021-09-30,"Bronx","3",1432
2021-09-30,"Bronx","4",1468
2021-09-30,"Bronx","5",1441
2021-09-30,"Bronx","6",1181
2021-09-30,"Bronx","7",974
2021-09-30,"Bronx","8",247
2021-09-30,"Bronx","9",1384
2021-09-30,"Bronx","10",348
2021-09-30,"Bronx","11",575
2021-09-30,"Bronx","12",1284
2021-09-30,"Bronx","Unknown CD",2788
2021-09-30,"Brooklyn","1",326
2021-09-30,"Brooklyn","2",288
2021-09-30,"Brooklyn","3",1201
2021-09-30,"Brooklyn","4",496
2021-09-30,"Brooklyn","5",1619
2021-09-30,"Brooklyn","6",245
2021-09-30,"Brooklyn","7",164
2021-09-30,"Brooklyn","8",602
2021-09-30,"Brooklyn","9",466
2021-09-30,"Brooklyn","10",80
2021-09-30,"Brooklyn","11",166
2021-09-30,"Brooklyn","12",123
2021-09-30,"Brooklyn","13",385
2021-09-30,"Brooklyn","14",399
2021-09-30,"Brooklyn","15",129
2021-09-30,"Brooklyn","16",1169
2021-09-30,"Brooklyn","17",921
2021-09-30,"Brooklyn","18",585
2021-09-30,"Brooklyn","Unknown CD",2023
2021-09-30,"Manhattan","1",607
2021-09-30,"Manhattan","2",22
2021-09-30,"Manhattan","3",508
2021-09-30,"Manhattan","4",233
2021-09-30,"Manhattan","5",138
2021-09-30,"Manhattan","6",126
2021-09-30,"Manhattan","7",278
2021-09-30,"Manhattan","8",79
2021-09-30,"Manhattan","9",438
2021-09-30,"Manhattan","10",935
2021-09-30,"Manhattan","11",1139
2021-09-30,"Manhattan","12",562
2021-09-30,"Manhattan","Unknown CD",3151
2021-09-30,"Queens","1",589
2021-09-30,"Queens","2",256
2021-09-30,"Queens","3",218
2021-09-30,"Queens","4",161
2021-09-30,"Queens","5",189
2021-09-30,"Queens","6",59
2021-09-30,"Queens","7",192
2021-09-30,"Queens","8",197
2021-09-30,"Queens","9",261
2021-09-30,"Queens","10",204
2021-09-30,"Queens","11",20
2021-09-30,"Queens","12",1260
2021-09-30,"Queens","13",451
2021-09-30,"Queens","14",742
2021-09-30,"Queens","Unknown CD",1354
2021-09-30,"Staten Island","1",545
2021-09-30,"Staten Island","2",53
2021-09-30,"Staten Island","3",37
2021-09-30,"Staten Island","Unknown CD",129
2021-10-31,"Bronx","1",1614
2021-10-31,"Bronx","2",814
2021-10-31,"Bronx","3",1449
2021-10-31,"Bronx","4",1506
2021-10-31,"Bronx","5",1395
2021-10-31,"Bronx","6",1200
2021-10-31,"Bronx","7",981
2021-10-31,"Bronx","8",235
2021-10-31,"Bronx","9",1383
2021-10-31,"Bronx","10",347
2021-10-31,"Bronx","11",558
2021-10-31,"Bronx","12",1293
2021-10-31,"Bronx","Unknown CD",2888
2021-10-31,"Brooklyn","1",375
2021-10-31,"Brooklyn","2",294
2021-10-31,"Brooklyn","3",1199
2021-10-31,"Brooklyn","4",476
2021-10-31,"Brooklyn","5",1636
2021-10-31,"Brooklyn","6",260
2021-10-31,"Brooklyn","7",161
2021-10-31,"Brooklyn","8",616
2021-10-31,"Brooklyn","9",474
2021-10-31,"Brooklyn","10",82
2021-10-31,"Brooklyn","11",157
2021-10-31,"Brooklyn","12",131
2021-10-31,"Brooklyn","13",375
2021-10-31,"Brooklyn","14",395
2021-10-31,"Brooklyn","15",133
2021-10-31,"Brooklyn","16",1150
2021-10-31,"Brooklyn","17",909
2021-10-31,"Brooklyn","18",623
2021-10-31,"Brooklyn","Unknown CD",2018
2021-10-31,"Manhattan","1",611
2021-10-31,"Manhattan","2",23
2021-10-31,"Manhattan","3",501
2021-10-31,"Manhattan","4",256
2021-10-31,"Manhattan","5",147
2021-10-31,"Manhattan","6",128
2021-10-31,"Manhattan","7",298
2021-10-31,"Manhattan","8",80
2021-10-31,"Manhattan","9",448
2021-10-31,"Manhattan","10",985
2021-10-31,"Manhattan","11",1115
2021-10-31,"Manhattan","12",561
2021-10-31,"Manhattan","Unknown CD",3182
2021-10-31,"Queens","1",573
2021-10-31,"Queens","2",254
2021-10-31,"Queens","3",239
2021-10-31,"Queens","4",165
2021-10-31,"Queens","5",195
2021-10-31,"Queens","6",57
2021-10-31,"Queens","7",194
2021-10-31,"Queens","8",203
2021-10-31,"Queens","9",240
2021-10-31,"Queens","10",192
2021-10-31,"Queens","11",24
2021-10-31,"Queens","12",1245
2021-10-31,"Queens","13",467
2021-10-31,"Queens","14",707
2021-10-31,"Queens","Unknown CD",1343
2021-10-31,"Staten Island","1",528
2021-10-31,"Staten Island","2",61
2021-10-31,"Staten Island","3",33
2021-10-31,"Staten Island","Unknown CD",117
2021-11-30,"Bronx","1",1562
2021-11-30,"Bronx","2",782
2021-11-30,"Bronx","3",1444
2021-11-30,"Bronx","4",1580
2021-11-30,"Bronx","5",1361
2021-11-30,"Bronx","6",1204
2021-11-30,"Bronx","7",979
2021-11-30,"Bronx","8",247
2021-11-30,"Bronx","9",1388
2021-11-30,"Bronx","10",362
2021-11-30,"Bronx","11",567
2021-11-30,"Bronx","12",1300
2021-11-30,"Bronx","Unknown CD",2901
2021-11-30,"Brooklyn","1",359
2021-11-30,"Brooklyn","2",291
2021-11-30,"Brooklyn","3",1254
2021-11-30,"Brooklyn","4",511
2021-11-30,"Brooklyn","5",1606
2021-11-30,"Brooklyn","6",257
2021-11-30,"Brooklyn","7",161
2021-11-30,"Brooklyn","8",617
2021-11-30,"Brooklyn","9",492
2021-11-30,"Brooklyn","10",85
2021-11-30,"Brooklyn","11",151
2021-11-30,"Brooklyn","12",104
2021-11-30,"Brooklyn","13",389
2021-11-30,"Brooklyn","14",370
2021-11-30,"Brooklyn","15",118
2021-11-30,"Brooklyn","16",1122
2021-11-30,"Brooklyn","17",914
2021-11-30,"Brooklyn","18",640
2021-11-30,"Brooklyn","Unknown CD",2082
2021-11-30,"Manhattan","1",585
2021-11-30,"Manhattan","2",23
2021-11-30,"Manhattan","3",495
2021-11-30,"Manhattan","4",252
2021-11-30,"Manhattan","5",136
2021-11-30,"Manhattan","6",124
2021-11-30,"Manhattan","7",313
2021-11-30,"Manhattan","8",82
2021-11-30,"Manhattan","9",433
2021-11-30,"Manhattan","10",986
2021-11-30,"Manhattan","11",1114
2021-11-30,"Manhattan","12",554
2021-11-30,"Manhattan","Unknown CD",3258
2021-11-30,"Queens","1",572
2021-11-30,"Queens","2",243
2021-11-30,"Queens","3",229
2021-11-30,"Queens","4",169
2021-11-30,"Queens","5",193
2021-11-30,"Queens","6",60
2021-11-30,"Queens","7",189
2021-11-30,"Queens","8",182
2021-11-30,"Queens","9",234
2021-11-30,"Queens","10",193
2021-11-30,"Queens","11",18
2021-11-30,"Queens","12",1239
2021-11-30,"Queens","13",438
2021-11-30,"Queens","14",676
2021-11-30,"Queens","Unknown CD",1315
2021-11-30,"Staten Island","1",521
2021-11-30,"Staten Island","2",64
2021-11-30,"Staten Island","3",38
2021-11-30,"Staten Island","Unknown CD",109
2021-12-31,"Bronx","1",1498
2021-12-31,"Bronx","2",779
2021-12-31,"Bronx","3",1431
2021-12-31,"Bronx","4",1582
2021-12-31,"Bronx","5",1301
2021-12-31,"Bronx","6",1216
2021-12-31,"Bronx","7",922
2021-12-31,"Bronx","8",253
2021-12-31,"Bronx","9",1340
2021-12-31,"Bronx","10",345
2021-12-31,"Bronx","11",548
2021-12-31,"Bronx","12",1254
2021-12-31,"Bronx","Unknown CD",2910
2021-12-31,"Brooklyn","1",368
2021-12-31,"Brooklyn","2",281
2021-12-31,"Brooklyn","3",1195
2021-12-31,"Brooklyn","4",476
2021-12-31,"Brooklyn","5",1567
2021-12-31,"Brooklyn","6",256
2021-12-31,"Brooklyn","7",162
2021-12-31,"Brooklyn","8",607
2021-12-31,"Brooklyn","9",454
2021-12-31,"Brooklyn","10",79
2021-12-31,"Brooklyn","11",141
2021-12-31,"Brooklyn","12",97
2021-12-31,"Brooklyn","13",393
2021-12-31,"Brooklyn","14",353
2021-12-31,"Brooklyn","15",120
2021-12-31,"Brooklyn","16",1081
2021-12-31,"Brooklyn","17",920
2021-12-31,"Brooklyn","18",589
2021-12-31,"Brooklyn","Unknown CD",2050
2021-12-31,"Manhattan","1",592
2021-12-31,"Manhattan","2",25
2021-12-31,"Manhattan","3",469
2021-12-31,"Manhattan","4",269
2021-12-31,"Manhattan","5",157
2021-12-31,"Manhattan","6",106
2021-12-31,"Manhattan","7",300
2021-12-31,"Manhattan","8",87
2021-12-31,"Manhattan","9",419
2021-12-31,"Manhattan","10",939
2021-12-31,"Manhattan","11",1075
2021-12-31,"Manhattan","12",551
2021-12-31,"Manhattan","Unknown CD",3208
2021-12-31,"Queens","1",556
2021-12-31,"Queens","2",249
2021-12-31,"Queens","3",229
2021-12-31,"Queens","4",155
2021-12-31,"Queens","5",185
2021-12-31,"Queens","6",59
2021-12-31,"Queens","7",164
2021-12-31,"Queens","8",173
2021-12-31,"Queens","9",245
2021-12-31,"Queens","10",185
2021-12-31,"Queens","11",17
2021-12-31,"Queens","12",1160
2021-12-31,"Queens","13",434
2021-12-31,"Queens","14",663
2021-12-31,"Queens","Unknown CD",1346
2021-12-31,"Staten Island","1",502
2021-12-31,"Staten Island","2",62
2021-12-31,"Staten Island","3",42
2021-12-31,"Staten Island","Unknown CD",108
